album_name,album_release_date,artists_name,artists_id,duration_ms,explicit,name,popularity,external_urls,test,year
Memories,2019-09-20,Maroon 5,04gDigrS5kc9YWfZHwBETP,189486,False,Memories,87,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,yes,2019
Lifestyle (feat. Adam Levine),2021-01-21,Maroon 5,04gDigrS5kc9YWfZHwBETP,153865,True,Lifestyle (feat. Adam Levine),82,https://open.spotify.com/track/0osvOdeD3YXZiWkT8MKolJ,yes,2021
Overexposed,2012-01-01,Maroon 5,04gDigrS5kc9YWfZHwBETP,231386,True,Payphone,75,https://open.spotify.com/track/1LmN9SSHISbtp9LoaR5ZVJ,yes,2012
V,2014-09-02,Maroon 5,04gDigrS5kc9YWfZHwBETP,235493,True,Sugar,81,https://open.spotify.com/track/2iuZJX9X9P0GKaE93xcPjk,yes,2014
V,2014-09-02,Maroon 5,04gDigrS5kc9YWfZHwBETP,231013,False,Animals,80,https://open.spotify.com/track/2bL2gyO6kBdLkNSkxXNh6x,yes,2014
V,2014-09-02,Maroon 5,04gDigrS5kc9YWfZHwBETP,189960,False,Maps,80,https://open.spotify.com/track/4gbVRS8gloEluzf0GzDOFc,yes,2014
Songs About Jane: 10th Anniversary Edition,2002,Maroon 5,04gDigrS5kc9YWfZHwBETP,259453,False,She Will Be Loved - Radio Mix,79,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16,yes,2002
Songs About Jane: 10th Anniversary Edition,2002,Maroon 5,04gDigrS5kc9YWfZHwBETP,206200,False,This Love,79,https://open.spotify.com/track/6ECp64rv50XVz93WvxXMGF,yes,2002
Hands All Over,2010,Maroon 5,04gDigrS5kc9YWfZHwBETP,201160,False,Moves Like Jagger - Studio Recording From The Voice Performance,70,https://open.spotify.com/track/7LcfRTgAVTs5pQGEQgUEzN,yes,2010
The Game (Deluxe Remastered Version),1980-06-27,Queen,1dfeR4HaWDbWqFHLkxsg1d,214653,False,Another One Bites The Dust - Remastered 2011,75,https://open.spotify.com/track/57JVGBtBLCfHw2muk5416J,yes,1980
A Night At The Opera (Deluxe Remastered Version),1975-11-21,Queen,1dfeR4HaWDbWqFHLkxsg1d,354320,False,Bohemian Rhapsody - Remastered 2011,75,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,yes,1975
Jazz (Deluxe Remastered Version),1978-11-10,Queen,1dfeR4HaWDbWqFHLkxsg1d,209413,False,Don't Stop Me Now - Remastered 2011,73,https://open.spotify.com/track/7hQJA50XrCWABAu5v6QZ4i,yes,1978
Hot Space (Deluxe Remastered Version),1982-05-03,Queen,1dfeR4HaWDbWqFHLkxsg1d,248440,False,Under Pressure - Remastered 2011,72,https://open.spotify.com/track/11IzgLRXV7Cgek3tEgGgjw,yes,1982
News Of The World (Deluxe Remastered Version),1977-10-28,Queen,1dfeR4HaWDbWqFHLkxsg1d,122066,False,We Will Rock You - Remastered,70,https://open.spotify.com/track/54flyrjcdnQdco7300avMJ,yes,1977
The Works (Deluxe Remastered Version),1984-02-27,Queen,1dfeR4HaWDbWqFHLkxsg1d,258013,False,I Want To Break Free - Remastered 2011,64,https://open.spotify.com/track/7h2yhVxcZOGyQdOwD4Hu8J,yes,1984
The Works (Deluxe Remastered Version),1984-02-27,Queen,1dfeR4HaWDbWqFHLkxsg1d,348226,False,Radio Ga Ga - Remastered 2011,64,https://open.spotify.com/track/1HmzAZUvhQLhLo2z3ocpZI,yes,1984
The Game (Deluxe Remastered Version),1980-06-27,Queen,1dfeR4HaWDbWqFHLkxsg1d,163373,False,Crazy Little Thing Called Love - Remastered 2011,67,https://open.spotify.com/track/35ItUJlMtjOQW3SSiTCrrw,yes,1980
News Of The World (Deluxe Remastered Version),1977-10-28,Queen,1dfeR4HaWDbWqFHLkxsg1d,179200,False,We Are The Champions - Remastered 2011,64,https://open.spotify.com/track/7ccI9cStQbQdystvc6TvxD,yes,1977
A Day At The Races (Deluxe Remastered Version),1976-12-10,Queen,1dfeR4HaWDbWqFHLkxsg1d,296493,False,Somebody To Love - Remastered 2011,69,https://open.spotify.com/track/6cFZ4PLC19taNlpl9pbGMf,yes,1976
KG0516,2021-03-26,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,201920,False,Tusa,68,https://open.spotify.com/track/0dKg2vGC1hFqcK5LGTaKzX,yes,2021
Pink Friday (Complete Edition),2010-11-22,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,200013,True,Super Bass,79,https://open.spotify.com/track/3hlksXnvbKogFdPbpO9vel,yes,2010
Sweet Talker (Deluxe Version),2014-10-14,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,199386,False,Bang Bang,79,https://open.spotify.com/track/0puf9yIluy9W0vpMEUoAnN,yes,2014
Sweet Talker (Deluxe Version),2014-10-14,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,199386,False,Bang Bang,79,https://open.spotify.com/track/0puf9yIluy9W0vpMEUoAnN,yes,2014
Swalla (feat. Nicki Minaj & Ty Dolla $ign),2017-02-23,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,216408,True,Swalla (feat. Nicki Minaj & Ty Dolla $ign),76,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,yes,2017
Pink Friday ... Roman Reloaded,2011-01-01,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,210626,True,Starships,73,https://open.spotify.com/track/1oHNvJVbFkexQc0BpQp7Y4,yes,2011
Culture II,2018-01-26,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,303076,True,MotorSport,74,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt,yes,2018
LM5 (Deluxe),2018-11-16,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,229720,True,Woman Like Me (feat. Nicki Minaj),73,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED,yes,2018
Yikes,2020-02-07,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,156881,True,Yikes,73,https://open.spotify.com/track/75dLEqanQTupF3dtP9exT5,yes,2020
Say So (feat. Nicki Minaj),2020-05-01,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,206220,True,Say So (feat. Nicki Minaj),72,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa,yes,2020
Say So (feat. Nicki Minaj),2020-05-01,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,206220,True,Say So (feat. Nicki Minaj),72,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa,yes,2020
Queen,2018-08-10,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,191600,True,Chun-Li,72,https://open.spotify.com/track/1e4rwBPVI32vZtTJu7mJ4J,yes,2018
Up All Night,2012-05-25,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,199986,False,What Makes You Beautiful,83,https://open.spotify.com/track/4cluDES4hQEUhmXj6TXkSo,yes,2012
Midnight Memories (Deluxe),2013-11-25,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,245493,False,Story of My Life,83,https://open.spotify.com/track/4nVBt6MZDDP6tRVdQTgxJg,yes,2013
FOUR (Deluxe),2014-11-17,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,226600,False,Night Changes,82,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ,yes,2014
Made In The A.M. (Deluxe Edition),2015-11-13,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,192120,False,Drag Me Down,81,https://open.spotify.com/track/2K87XMYnUMqLcX3zvtAF4G,yes,2015
FOUR (Deluxe),2014-11-17,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,248360,False,18,80,https://open.spotify.com/track/3JjnGLK8IxkNLvo8Lb3KOM,yes,2014
FOUR (Deluxe),2014-11-17,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,228133,False,Steal My Girl,79,https://open.spotify.com/track/2Bs4jQEGMycglOfWPBqrVG,yes,2014
Midnight Memories (Deluxe),2013-11-25,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,237933,False,You & I,78,https://open.spotify.com/track/2afCBiru10AFckfOa49wIa,yes,2013
Take Me Home (Expanded Edition),2012-11-12,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,219040,False,Little Things,78,https://open.spotify.com/track/0TAmnCzOtqRfvA38DDLTjj,yes,2012
Take Me Home (Expanded Edition),2012-11-12,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,200400,False,They Don't Know About Us,78,https://open.spotify.com/track/6M31fPFCYB8Job3MCjjrDV,yes,2012
Midnight Memories (Deluxe),2013-11-25,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,200106,False,Best Song Ever,78,https://open.spotify.com/track/5T7ZFtCcOgkpjxcuaeZbw0,yes,2013
High Off Life,2020-05-15,Future,1RyvyyTE3xzB2ZywiAwp0i,237918,True,Life Is Good (feat. Drake),76,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,yes,2020
High Off Life,2020-05-15,Drake,3TVXtAsR1Inumwj472S9r4,237918,True,Life Is Good (feat. Drake),76,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,yes,2020
FUTURE,2017-06-30,Future,1RyvyyTE3xzB2ZywiAwp0i,204600,True,Mask Off,81,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx,yes,2017
Pluto x Baby Pluto,2020-11-13,Future,1RyvyyTE3xzB2ZywiAwp0i,213520,True,Drankin N Smokin,79,https://open.spotify.com/track/0k7wmahjkn389wAZdz19Cv,yes,2020
Pluto x Baby Pluto,2020-11-13,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,213520,True,Drankin N Smokin,79,https://open.spotify.com/track/0k7wmahjkn389wAZdz19Cv,yes,2020
El Dorado,2021-03-26,Future,1RyvyyTE3xzB2ZywiAwp0i,213080,True,Company (feat. Future),79,https://open.spotify.com/track/3JVTsvTldB6arHVlmxmTnM,yes,2021
Future & Juice WRLD Present... WRLD ON DRUGS,2018-10-19,Future,1RyvyyTE3xzB2ZywiAwp0i,141586,True,Fine China,75,https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN,yes,2018
Future & Juice WRLD Present... WRLD ON DRUGS,2018-10-19,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,141586,True,Fine China,75,https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN,yes,2018
Hard For The Next (with Future),2021-03-26,Future,1RyvyyTE3xzB2ZywiAwp0i,166392,True,Hard For The Next (with Future),75,https://open.spotify.com/track/2D6vfFZxQ5YzPPBODls1a9,yes,2021
EVOL,2016-04-13,Future,1RyvyyTE3xzB2ZywiAwp0i,313546,True,Low Life (feat. The Weeknd),74,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX,yes,2016
EVOL,2016-04-13,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,313546,True,Low Life (feat. The Weeknd),74,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX,yes,2016
What A Time To Be Alive,2015-09-20,Drake,3TVXtAsR1Inumwj472S9r4,205879,True,Jumpman,73,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ,yes,2015
What A Time To Be Alive,2015-09-20,Future,1RyvyyTE3xzB2ZywiAwp0i,205879,True,Jumpman,73,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ,yes,2015
"Go Crazy (Remix) (feat. Young Thug, Future, Lil Durk & Mulatto)",2021-02-19,Future,1RyvyyTE3xzB2ZywiAwp0i,227234,True,"Go Crazy (Remix) (feat. Young Thug, Future, Lil Durk & Mulatto)",73,https://open.spotify.com/track/1Jz1yhcPm1Yt6aoed3zact,yes,2021
"FRANCHISE (feat. Future, Young Thug & M.I.A.) [REMIX]",2020-10-07,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,207394,True,"FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX",72,https://open.spotify.com/track/6qUabsNxudatEFedWGHoDh,yes,2020
"FRANCHISE (feat. Future, Young Thug & M.I.A.) [REMIX]",2020-10-07,Future,1RyvyyTE3xzB2ZywiAwp0i,207394,True,"FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX",72,https://open.spotify.com/track/6qUabsNxudatEFedWGHoDh,yes,2020
No Te Enamores (Remix),2020-11-20,Farruko,329e4yvIujISKGKz1BZZbO,289933,True,No Te Enamores - Remix,87,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt,yes,2020
La Tóxica,2020-07-24,Farruko,329e4yvIujISKGKz1BZZbO,180520,False,La Tóxica,85,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv,yes,2020
"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) [Remix]",2020-01-24,Farruko,329e4yvIujISKGKz1BZZbO,366613,False,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",82,https://open.spotify.com/track/6dyUkkcyYuDiHOwIRXYOJm,yes,2020
"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) [Remix]",2020-01-24,Myke Towers,7iK8PXO48WeuP03g8YR51W,366613,False,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",82,https://open.spotify.com/track/6dyUkkcyYuDiHOwIRXYOJm,yes,2020
Si Me Dices Que Sí,2020-02-18,Farruko,329e4yvIujISKGKz1BZZbO,211651,False,Si Me Dices Que Sí,79,https://open.spotify.com/track/56Ta1O7Jxxpjnc6cWdDKUo,yes,2020
MUNAY,2020-09-18,Farruko,329e4yvIujISKGKz1BZZbO,237626,False,Calma - Remix,59,https://open.spotify.com/track/4U0JLGFHJpEnDS5w8F7ngE,yes,2020
Fantasias,2019-08-29,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,199711,False,Fantasias,77,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,yes,2019
Fantasias,2019-08-29,Farruko,329e4yvIujISKGKz1BZZbO,199711,False,Fantasias,77,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,yes,2019
Si Se da Remix,2019-08-02,Myke Towers,7iK8PXO48WeuP03g8YR51W,332240,True,Si Se Da - Remix,77,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD,yes,2019
Si Se da Remix,2019-08-02,Farruko,329e4yvIujISKGKz1BZZbO,332240,True,Si Se Da - Remix,77,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD,yes,2019
Si Se da Remix,2019-08-02,Arcangel,4SsVbpTthjScTS7U2hmr1X,332240,True,Si Se Da - Remix,77,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD,yes,2019
On My Way,2019-03-21,Farruko,329e4yvIujISKGKz1BZZbO,193797,False,On My Way,77,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq,yes,2019
Diles,2016-08-26,Bad Bunny,4q3ewBCX7sLwd24euuV69X,286040,True,Diles,76,https://open.spotify.com/track/6C1RD7YQVvt3YQj0CmuTeu,yes,2016
Diles,2016-08-26,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,286040,True,Diles,76,https://open.spotify.com/track/6C1RD7YQVvt3YQj0CmuTeu,yes,2016
Diles,2016-08-26,Farruko,329e4yvIujISKGKz1BZZbO,286040,True,Diles,76,https://open.spotify.com/track/6C1RD7YQVvt3YQj0CmuTeu,yes,2016
Diles,2016-08-26,Arcangel,4SsVbpTthjScTS7U2hmr1X,286040,True,Diles,76,https://open.spotify.com/track/6C1RD7YQVvt3YQj0CmuTeu,yes,2016
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) [Remix]",2019-09-06,Farruko,329e4yvIujISKGKz1BZZbO,258600,False,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",75,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6,yes,2019
Evolve,2017-06-23,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,204346,False,Believer,87,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,yes,2017
Follow You / Cutthroat,2021-03-12,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,175643,False,Follow You,86,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2,yes,2021
Evolve,2017-06-23,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,187146,False,Thunder,84,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,yes,2017
Origins (Deluxe),2018-11-09,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,260773,False,Bad Liar,81,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,yes,2018
Origins (Deluxe),2018-11-09,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,189466,False,Natural,81,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,yes,2018
Night Visions,2012-09-04,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,175200,False,Demons,73,https://open.spotify.com/track/3LlAyCYU26dvFZBDUIMb7a,yes,2012
Evolve,2017-06-23,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,201240,False,Whatever It Takes,80,https://open.spotify.com/track/6Qn5zhYkTa37e91HC1D7lb,yes,2017
Night Visions,2012-09-04,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,186813,False,Radioactive,72,https://open.spotify.com/track/4G8gkOterJn0Ywt6uhqbhp,yes,2012
Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),2016-06-24,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,243490,True,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",77,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,yes,2016
Night Visions (Deluxe),2012-09-04,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,189840,False,On Top Of The World,67,https://open.spotify.com/track/6KuHjfXHkfnIjdmcIvt9r0,yes,2012
Legends Never Die,2020-07-10,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,205484,True,Come & Go (with Marshmello),85,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,yes,2020
Legends Never Die,2020-07-10,Marshmello,64KEffDW9EtZ1y2vBYgq8T,205484,True,Come & Go (with Marshmello),85,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,yes,2020
Happier,2018-08-17,Marshmello,64KEffDW9EtZ1y2vBYgq8T,214289,False,Happier,84,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,yes,2018
Be Kind (with Halsey),2020-05-01,Marshmello,64KEffDW9EtZ1y2vBYgq8T,172761,False,Be Kind (with Halsey),83,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,yes,2020
Be Kind (with Halsey),2020-05-01,Halsey,26VFTg2z8YR0cCuwLzESi2,172761,False,Be Kind (with Halsey),83,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,yes,2020
Silence,2017-08-11,Marshmello,64KEffDW9EtZ1y2vBYgq8T,180822,False,Silence,81,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,yes,2017
Silence,2017-08-11,Khalid,6LuN9FCkKOj5PcnpouEgny,180822,False,Silence,81,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,yes,2017
Legends Never Die,2020-07-10,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,160212,True,Hate The Other Side (with Marshmello & The Kid Laroi),81,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,yes,2020
Legends Never Die,2020-07-10,Marshmello,64KEffDW9EtZ1y2vBYgq8T,160212,True,Hate The Other Side (with Marshmello & The Kid Laroi),81,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,yes,2020
FRIENDS,2018-02-09,Marshmello,64KEffDW9EtZ1y2vBYgq8T,202620,True,FRIENDS,81,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,yes,2018
Wolves,2017-10-25,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,197993,False,Wolves,80,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,yes,2017
Wolves,2017-10-25,Marshmello,64KEffDW9EtZ1y2vBYgq8T,197993,False,Wolves,80,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,yes,2017
OK Not To Be OK,2020-09-10,Marshmello,64KEffDW9EtZ1y2vBYgq8T,159862,False,OK Not To Be OK,79,https://open.spotify.com/track/0zzVTGyRrWpQu8Fr28NRAv,yes,2020
FRIENDS KEEP SECRETS 2,2021-03-26,Marshmello,64KEffDW9EtZ1y2vBYgq8T,169094,False,You (with Marshmello & Vance Joy),58,https://open.spotify.com/track/3wCk9LASPqyp2VovekThtF,yes,2021
One Thing Right,2019-06-21,Marshmello,64KEffDW9EtZ1y2vBYgq8T,181823,False,One Thing Right,77,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4,yes,2019
Wonder,2020-12-04,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,178994,False,Monster (Shawn Mendes & Justin Bieber),78,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1,yes,2020
Wonder,2020-12-04,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,178994,False,Monster (Shawn Mendes & Justin Bieber),78,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1,yes,2020
Shawn Mendes (Deluxe),2019-06-19,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,190799,False,Señorita,81,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,yes,2019
Shawn Mendes (Deluxe),2019-06-19,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,190799,False,Señorita,81,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,yes,2019
Illuminate,2017-04-20,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,187973,False,Treat You Better,82,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd,yes,2017
Illuminate (Deluxe),2017-04-20,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,199440,False,There's Nothing Holdin' Me Back,82,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml,yes,2017
Wonder,2020-12-04,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,172692,False,Wonder,77,https://open.spotify.com/track/6ZuahEctZD6w75peme58hm,yes,2020
Illuminate (Deluxe),2017-04-20,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,208733,False,Mercy,80,https://open.spotify.com/track/0AS63m1wHv9n4VVRizK6Hc,yes,2017
Shawn Mendes (Deluxe),2019-06-19,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,191466,False,If I Can't Have You,73,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,yes,2019
Handwritten,2015-04-14,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,206880,False,Stitches,73,https://open.spotify.com/track/5jsw9uXEGuKyJzs0boZ1bT,yes,2015
Shawn Mendes,2018-05-25,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,211360,False,In My Blood,77,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH,yes,2018
Handwritten (Deluxe),2015-04-14,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,217773,False,Imagination,74,https://open.spotify.com/track/21TcDbGosp7w9YhTjOszgA,yes,2015
Good Girl Gone Bad,2007-01-01,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,275986,False,Umbrella,67,https://open.spotify.com/track/2yPoXCs7BSIUrucMdK5PzV,yes,2007
ANTI (Deluxe),2016-01-28,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,224000,True,Love On The Brain,80,https://open.spotify.com/track/5oO3drDxtziYU2H1X23ZIp,yes,2016
ANTI (Deluxe),2016-01-28,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,191600,True,Needed Me,80,https://open.spotify.com/track/4pAl7FkDMNBsjykPXo91B3,yes,2016
Music Of The Sun,2005-08-29,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,246960,False,Pon de Replay,79,https://open.spotify.com/track/4TsmezEQVSZNNPv5RJ65Ov,yes,2005
FourFiveSeconds,2015-01-24,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,188238,False,FourFiveSeconds,79,https://open.spotify.com/track/78TTtXnFQPzwqlbtbwqN0y,yes,2015
FourFiveSeconds,2015-01-24,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,188238,False,FourFiveSeconds,79,https://open.spotify.com/track/78TTtXnFQPzwqlbtbwqN0y,yes,2015
Good Girl Gone Bad,2007-01-01,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,267080,False,Don't Stop The Music,65,https://open.spotify.com/track/1Jo0Zg7XlrA6z0mFTZVdkn,yes,2007
PARTYMOBILE,2020-03-27,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,183219,True,BELIEVE IT,77,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD,yes,2020
ANTI (Deluxe),2016-01-28,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,219320,True,Work,77,https://open.spotify.com/track/72TFWvU3wUYdUuxejTTIzt,yes,2016
ANTI (Deluxe),2016-01-28,Drake,3TVXtAsR1Inumwj472S9r4,219320,True,Work,77,https://open.spotify.com/track/72TFWvU3wUYdUuxejTTIzt,yes,2016
Good Girl Gone Bad: Reloaded,2008-06-02,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,238626,False,Disturbia,77,https://open.spotify.com/track/2VOomzT6VavJOGBeySqaMc,yes,2008
ANTI (Deluxe),2016-01-28,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,186466,False,Desperado,76,https://open.spotify.com/track/4mCf3vQf7z0Yseo0RxAi3V,yes,2016
Abbey Road (Remastered),1969-09-26,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,185733,False,Here Comes The Sun - Remastered 2009,82,https://open.spotify.com/track/6dGnYIeXmHdcikdzNNDMm2,yes,1969
Abbey Road (Remastered),1969-09-26,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,259946,False,Come Together - Remastered 2009,78,https://open.spotify.com/track/2EqlS6tkEnglzr7tkKAAYD,yes,1969
Let It Be (Remastered),1970-05-08,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,243026,False,Let It Be - Remastered 2009,78,https://open.spotify.com/track/7iN1s7xHE4ifF5povM6A48,yes,1970
Help! (Remastered),1965-08-06,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,125666,False,Yesterday - Remastered 2009,76,https://open.spotify.com/track/3BQHpFgAp4l80e1XslIjNI,yes,1965
1 (Remastered),2000-11-13,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,425653,False,Hey Jude - Remastered 2015,75,https://open.spotify.com/track/0aym2LBJBk9DAYuHHutrIl,yes,2000
Please Please Me (Remastered),1963-03-22,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,155226,False,Twist And Shout - Remastered 2009,74,https://open.spotify.com/track/5ZBeML7Lf3FMEVviTyvi8l,yes,1963
The Beatles (Remastered),1968-11-22,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,138386,False,Blackbird - Remastered 2009,74,https://open.spotify.com/track/5jgFfDIR6FR0gvlA56Nakr,yes,1968
Rubber Soul (Remastered),1965-12-03,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,146333,False,In My Life - Remastered 2009,73,https://open.spotify.com/track/3KfbEIOC7YIv90FIfNSZpo,yes,1965
1 (Remastered),2000-11-13,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,145746,False,I Want To Hold Your Hand - Remastered 2015,72,https://open.spotify.com/track/4pbG9SUmWIvsROVLF0zF9s,yes,2000
